identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list,source_region,row_count,identity_country_name,source_country
ซาอุดีอาระเบีย,ศาสนา,2,1,0,-1.0,Saudi Arabia,religion,Thai (th) in Thailand,964,Saudi Arabia,Thailand
อาเซอร์ไบจาน,อิสลาม,2,1,0,-1.0,Azerbaijan,Islam,Thai (th) in Thailand,964,Azerbaijan,Thailand
เนเธอร์แลนด์,ดอกทิวลิป,2,1,0,-1.0,Netherlands,tulips,Thai (th) in Thailand,964,Netherlands,Thailand
ไอซ์แลนด์,น้ำแข็ง,2,1,0,-1.0,Iceland,ice,Thai (th) in Thailand,964,Iceland,Thailand
คอสตาริกา,กาแฟ,2,1,0,-1.0,Costa Rica,coffee,Thai (th) in Thailand,964,Costa Rica,Thailand
มัลดีฟส์,สวรรค์,2,1,0,-1.0,Maldives,heaven,Thai (th) in Thailand,964,Maldives,Thailand
สเปน,เต้นฟลามิงโก้,2,1,0,-1.0,Spain,Flamenco dance,Thai (th) in Thailand,964,Spain,Thailand
อเมริกัน,progressive,2,1,0,-1.0,american,progressive,Thai (th) in Thailand,964,United States,Thailand
เซเชลส์,หมู่เกาะ,2,1,0,-1.0,Seychelles,Islands,Thai (th) in Thailand,964,Seychelles,Thailand
มาดากัสการ์,ลิง,2,1,0,-1.0,Madagascar,monkey,Thai (th) in Thailand,964,Madagascar,Thailand
เกาหลีใต้,เทคโนโลยี,2,1,0,-1.0,South Korea,technology,Thai (th) in Thailand,964,South Korea,Thailand
อาร์เจนตินา,ลาตินอเมริกา,2,1,0,-1.0,Argentina,Latin America,Thai (th) in Thailand,964,Argentina,Thailand
ลาว,กัมพูชา เพื่อนบ้าน,2,1,0,-1.0,Laos,Neighboring Cambodia,Thai (th) in Thailand,964,Laos,Thailand
อิตาลี,อาหาร,2,1,0,-1.0,Italy,food,Thai (th) in Thailand,964,Italy,Thailand
เยอรมัน,ระเบียบวินัย,2,1,0,-1.0,German,Discipline,Thai (th) in Thailand,964,Germany,Thailand
บราซิล,ฟุตบอล,2,1,0,-1.0,Brazil,football,Thai (th) in Thailand,964,Brazil,Thailand
เยอรมัน,เบียร์,2,1,0,-1.0,German,beer,Thai (th) in Thailand,964,Germany,Thailand
เวียดนาม,ไทย แข่งเรือยาว,2,1,0,-1.0,Vietnam,Thai long boat racing,Thai (th) in Thailand,964,Vietnam,Thailand
ชาวอังกฤษ,ดื่มชา,2,1,0,-1.0,Englishman,drink tea,Thai (th) in Thailand,964,United Kingdom,Thailand
เซเชลส์,ทะเล,2,1,0,-1.0,Seychelles,sea,Thai (th) in Thailand,964,Seychelles,Thailand
อังกฤษ,ฝนตก,2,1,0,-1.0,England,rain,Thai (th) in Thailand,964,United Kingdom,Thailand
ลาว,พูดภาษาลาว,2,1,0,-1.0,Laos,speak Lao,Thai (th) in Thailand,964,Laos,Thailand
โมร็อกโก,มุสลิม,2,1,0,-1.0,Morocco,Muslim,Thai (th) in Thailand,964,Morocco,Thailand
นอร์เวย์,ตกปลา,2,1,0,-1.0,Norway,fish,Thai (th) in Thailand,964,Norway,Thailand
จีน,retreat,2,1,0,-1.0,China,retreat,Thai (th) in Thailand,964,China,Thailand
พม่า,ศาสนาพุทธ,2,1,0,-1.0,Myanmar,Buddhism,Thai (th) in Thailand,964,Myanmar,Thailand
เนปาล,ภูเขา,2,1,0,-1.0,Nepal,mountain,Thai (th) in Thailand,964,Nepal,Thailand
เนเธอร์แลนด์,สูง,2,1,0,-1.0,Netherlands,high,Thai (th) in Thailand,964,Netherlands,Thailand
มาเลเซีย,พูดภาษามาเลย์,2,1,0,-1.0,Malaysia,speak malay,Thai (th) in Thailand,964,Malaysia,Thailand
ไทย,ฮาๆ,2,1,0,-1.0,Thai,Haha.,Thai (th) in Thailand,964,Thailand,Thailand
เนปาล,ภูเขาสูง,2,1,0,-1.0,Nepal,high mountain,Thai (th) in Thailand,964,Nepal,Thailand
ไทย,ฝรั่งเศส ยืน,2,1,0,-1.0,Thai,french standing,Thai (th) in Thailand,964,Thailand,Thailand
อิหร่าน,ศาสนา,2,1,0,-1.0,Iran,religion,Thai (th) in Thailand,964,Iran,Thailand
ออสเตรเลีย,เล่นกระดานโต้คลื่น,2,1,0,-1.0,Australia,surfing,Thai (th) in Thailand,964,Australia,Thailand
อิตาลี,กินพาสต้า,2,1,0,-1.0,Italy,Eat pasta,Thai (th) in Thailand,964,Italy,Thailand
มาเลเซีย,มลายู,2,1,0,-1.0,Malaysia,Malay,Thai (th) in Thailand,964,Malaysia,Thailand
แคนาดา,น้ำแข็ง,2,1,0,-1.0,Canada,ice,Thai (th) in Thailand,964,Canada,Thailand
เอธิโอเปีย,วิ่งระยะไกล,2,1,0,-1.0,Ethiopia,long distance running,Thai (th) in Thailand,964,Ethiopia,Thailand
อิตาลี,รักแฟชั่น,1,2,0,-1.0,Italy,love fashion,Thai (th) in Thailand,964,Italy,Thailand
สิงคโปร์,สะอาด,1,2,0,-1.0,Singapore,clean,Thai (th) in Thailand,964,Singapore,Thailand
สโลวาเกีย,พูดภาษาสโลวาเกีย,2,1,0,-1.0,Slovakia,speak slovak,Thai (th) in Thailand,964,Slovakia,Thailand
จอร์แดน,ทะเลทราย,1,2,0,-1.0,Jordan,desert,Thai (th) in Thailand,964,Jordan,Thailand
ลักเซมเบิร์ก,พูดภาษาฝรั่งเศส,2,1,0,-1.0,Luxembourg,speak french,Thai (th) in Thailand,964,Luxembourg,Thailand
ออสเตรเลีย,generous,2,1,0,-1.0,Australia,generous,Thai (th) in Thailand,964,Australia,Thailand
ซาอุดีอาระเบีย,มุสลิม,2,1,0,-1.0,Saudi Arabia,Muslim,Thai (th) in Thailand,964,Saudi Arabia,Thailand
สเปน,หลงใหล,2,1,0,-1.0,Spain,passionate,Thai (th) in Thailand,964,Spain,Thailand
โปรตุเกส,พูดภาษาโปรตุเกส,2,1,0,-1.0,Portugal,speak portuguese,Thai (th) in Thailand,964,Portugal,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,ชาวนา,2,1,0,-1.0,Northeastern Thai people,farmer,Thai (th) in Thailand,964,Thailand,Thailand
อิรัก,อิหร่าน เพื่อนบ้าน,2,1,0,-1.0,Iraq,Iran neighbor,Thai (th) in Thailand,964,Iraq,Thailand
สโลเวเนีย,เล่นสกี,2,1,0,-1.0,Slovenia,skiing,Thai (th) in Thailand,964,Slovenia,Thailand
ไอโวเรียน,โคสต์ ใจกว้าง,0,2,1,-1.0,Ivorian,Coast generous,Thai (th) in Thailand,964,Cote d'Ivoire,Thailand
มอริเชียส,เกาะ,2,1,0,-1.0,Mauritius,island,Thai (th) in Thailand,964,Mauritius,Thailand
บังคลาเทศ,น้ำท่วม,1,2,0,-1.0,Bangladesh,flood,Thai (th) in Thailand,964,Bangladesh,Thailand
รัสเซีย,หนาว,1,2,0,-1.0,Russia,cold,Thai (th) in Thailand,964,Russia,Thailand
สวิส,ประหยัด,1,2,0,-1.0,Swiss,save,Thai (th) in Thailand,964,Switzerland,Thailand
อิเควทอเรียลกินี,พูดภาษาสเปน,1,2,0,-1.0,Equatorial Guinea,speak spanish,Thai (th) in Thailand,964,Equatorial Guinea,Thailand
โปรตุเกส,โรแมนติก,1,2,0,-1.0,Portugal,romantic,Thai (th) in Thailand,964,Portugal,Thailand
อินโดนีเซีย,ใหญ่ที่สุด,1,2,0,-1.0,Indonesia,biggest,Thai (th) in Thailand,964,Indonesia,Thailand
ไอโวเรียน,โคสต์ เล่นฟุตบอล,0,2,1,-1.0,Ivorian,Coast plays football,Thai (th) in Thailand,964,Cote d'Ivoire,Thailand
เซเชลส์,เกาะสวรรค์,1,2,0,-1.0,Seychelles,paradise island,Thai (th) in Thailand,964,Seychelles,Thailand
คิวบา,เต้นรำ,1,2,0,-1.0,Cuba,dance,Thai (th) in Thailand,964,Cuba,Thailand
อัฟกัน,สถาน รักสันโดษ,1,2,0,-1.0,Afghan,Place of solitude,Thai (th) in Thailand,964,Afghanistan,Thailand
กาตารี,เศรษฐี,1,2,0,-1.0,Qatar,millionaire,Thai (th) in Thailand,964,Qatar,Thailand
เวียดนาม,กินข้าว,1,2,0,-1.0,Vietnam,eat rice,Thai (th) in Thailand,964,Vietnam,Thailand
อังกฤษ,อนุรักษ์นิยม,1,2,0,-1.0,England,conservative,Thai (th) in Thailand,964,United Kingdom,Thailand
เซเชลส์,สวยงาม,1,2,0,-1.0,Seychelles,beautiful,Thai (th) in Thailand,964,Seychelles,Thailand
ฝรั่งเศส,หอไอเฟล,2,1,0,-1.0,France,eiffel tower,Thai (th) in Thailand,964,France,Thailand
ภูฏาน,พุทธ,2,1,0,-1.0,Bhutan,Buddhist,Thai (th) in Thailand,964,Bhutan,Thailand
อินโดนีเซีย,เกาะ,2,1,0,-1.0,Indonesia,island,Thai (th) in Thailand,964,Indonesia,Thailand
เกาหลีใต้,อุตสาหกรรม,2,1,0,-1.0,South Korea,industry,Thai (th) in Thailand,964,South Korea,Thailand
ตูนิเซีย,ทะเลทราย,2,1,0,-1.0,Tunisia,desert,Thai (th) in Thailand,964,Tunisia,Thailand
ศรีลังกา,ชา,2,1,0,-1.0,Sri Lanka,tea,Thai (th) in Thailand,964,Sri Lanka,Thailand
บราซิล,เต้นรำ,2,1,0,-1.0,Brazil,dance,Thai (th) in Thailand,964,Brazil,Thailand
ไซปรัส,ทะเลเมดิเตอร์เรเนียน,2,1,0,-1.0,Cyprus,mediterranean sea,Thai (th) in Thailand,964,Cyprus,Thailand
แองโกลา,เพชร,2,1,0,-1.0,Angola,diamond,Thai (th) in Thailand,964,Angola,Thailand
ปานามา,ทะเลแคริบเบียน,2,1,0,-1.0,Panama,Caribbean Sea,Thai (th) in Thailand,964,Panama,Thailand
ศรีลังกา,พระพุทธศาสนา,2,1,0,-1.0,Sri Lanka,Buddhism,Thai (th) in Thailand,964,Sri Lanka,Thailand
เยอรมัน,แม่นยำ,2,1,0,-1.0,German,precise,Thai (th) in Thailand,964,Germany,Thailand
กาตารี,น สวย,0,1,2,-1.0,Qatar,Beautiful,Thai (th) in Thailand,964,Qatar,Thailand
เนเธอร์แลนด์,ดอกไม้,2,1,0,-1.0,Netherlands,flower,Thai (th) in Thailand,964,Netherlands,Thailand
โคลอมเบีย,เต้นรำ,2,1,0,-1.0,Colombia,dance,Thai (th) in Thailand,964,Colombia,Thailand
กรีก,ปรัชญา,2,1,0,-1.0,Greek,philosophy,Thai (th) in Thailand,964,Greece,Thailand
ญี่ปุ่น,รถยนต์,2,1,0,-1.0,Japan,car,Thai (th) in Thailand,964,Japan,Thailand
รัสเซีย,วูลฟ์,2,1,0,-1.0,Russia,Wolf,Thai (th) in Thailand,964,Russia,Thailand
ญี่ปุ่น,ช่างฝีมือ,2,1,0,-1.0,Japan,craftsman,Thai (th) in Thailand,964,Japan,Thailand
เวียดนาม,ครอบครัวใหญ่,2,1,0,-1.0,Vietnam,big family,Thai (th) in Thailand,964,Vietnam,Thailand
ศรีลังกา,พุทธศาสนา,2,1,0,-1.0,Sri Lanka,Buddhism,Thai (th) in Thailand,964,Sri Lanka,Thailand
อินโดนีเซีย,มุสลิม,2,1,0,-1.0,Indonesia,Muslim,Thai (th) in Thailand,964,Indonesia,Thailand
สเปน,กระทิง,2,1,0,-1.0,Spain,bull,Thai (th) in Thailand,964,Spain,Thailand
เยอรมัน,ระเบียบ,2,1,0,-1.0,German,order,Thai (th) in Thailand,964,Germany,Thailand
แอลจีเรีย,มุสลิม,2,1,0,-1.0,Algeria,Muslim,Thai (th) in Thailand,964,Algeria,Thailand
โคลอมเบีย,กาแฟ,2,1,0,-1.0,Colombia,coffee,Thai (th) in Thailand,964,Colombia,Thailand
มาเลเซีย,หลากหลาย,1,2,0,-1.0,Malaysia,various,Thai (th) in Thailand,964,Malaysia,Thailand
ลิกเตนสไตเนอร์,พูดภาษาเยอรมัน,2,1,0,-1.0,Liechtenstein Ner,speak german,Thai (th) in Thailand,964,Liechtenstein,Thailand
สิงคโปร์,ระเบียบวินัย,2,1,0,-1.0,Singapore,Discipline,Thai (th) in Thailand,964,Singapore,Thailand
ออสเตรีย,พูดภาษาเยอรมัน,2,1,0,-1.0,Austria,speak german,Thai (th) in Thailand,964,Austria,Thailand
ไอซ์แลนด์,หนาวเย็น,2,1,0,-1.0,Iceland,cold,Thai (th) in Thailand,964,Iceland,Thailand
เซเชลส์,พักผ่อน,2,1,0,-1.0,Seychelles,rest,Thai (th) in Thailand,964,Seychelles,Thailand
อินโดนีเซีย,กินข้าวเหนียว,2,1,0,-1.0,Indonesia,Eat sticky rice,Thai (th) in Thailand,964,Indonesia,Thailand
อังกฤษ,ราชวงศ์,2,1,0,-1.0,England,dynasty,Thai (th) in Thailand,964,United Kingdom,Thailand
รัสเซีย,วอดก้า,2,1,0,-1.0,Russia,vodka,Thai (th) in Thailand,964,Russia,Thailand
แคนาดา,เย็น,2,1,0,-1.0,Canada,cool,Thai (th) in Thailand,964,Canada,Thailand
กาตารี,น่า ฉลาด,1,2,0,-1.0,Qatar,Nice and smart,Thai (th) in Thailand,964,Qatar,Thailand
เยอรมัน,รักงาน,0,3,0,-1.0,German,love work,Thai (th) in Thailand,964,Germany,Thailand
เวียดนาม,ชอบกินหอย,0,3,0,-1.0,Vietnam,I like to eat shellfish.,Thai (th) in Thailand,964,Vietnam,Thailand
ชาวไทยภาคเหนือ,ชอบกินเผ็ด,0,3,0,-1.0,Northern Thai people,I like to eat spicy food.,Thai (th) in Thailand,964,Thailand,Thailand
เคนยา,รักการวิ่ง,0,3,0,-1.0,Kenya,love running,Thai (th) in Thailand,964,Kenya,Thailand
อินเดีย,ชอบเครื่องเทศ,0,3,0,-1.0,India,I like spice.,Thai (th) in Thailand,964,India,Thailand
เคนยา,ชอบวิ่ง,0,3,0,-1.0,Kenya,like running,Thai (th) in Thailand,964,Kenya,Thailand
เกาหลีใต้,ทันสมัย,0,3,0,-1.0,South Korea,modern,Thai (th) in Thailand,964,South Korea,Thailand
เนเธอร์แลนด์,ตรงไปตรงมา,0,3,0,-1.0,Netherlands,Straightforward,Thai (th) in Thailand,964,Netherlands,Thailand
ชาวไทยภาคเหนือ,อ่อนโยน,0,3,0,-1.0,Northern Thai people,gentle,Thai (th) in Thailand,964,Thailand,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,ใจกว้าง,0,3,0,-1.0,Northeastern Thai people,tolerant,Thai (th) in Thailand,964,Thailand,Thailand
ปารากวัย,รักฟุตบอล,0,3,0,-1.0,Paraguay,love football,Thai (th) in Thailand,964,Paraguay,Thailand
อิตาลี,รักสวยรักงาม,0,3,0,-1.0,Italy,"love beauty, love beauty",Thai (th) in Thailand,964,Italy,Thailand
พม่า,เชื่อฟัง,0,3,0,-1.0,Myanmar,obey,Thai (th) in Thailand,964,Myanmar,Thailand
ลาว,เก่งทำอาหาร,0,3,0,-1.0,Laos,Good at cooking,Thai (th) in Thailand,964,Laos,Thailand
ไอโวเรียน,โคสต์ รักสงบ,0,3,0,-1.0,Ivorian,Coast love peace,Thai (th) in Thailand,964,Cote d'Ivoire,Thailand
พม่า,เจรจาต่อรองเก่ง,0,3,0,-1.0,Myanmar,Good at negotiating,Thai (th) in Thailand,964,Myanmar,Thailand
ไทยภาคตะวันออกเฉียงเหนือ,อุดมสมบูรณ์,0,3,0,-1.0,Northeastern Thailand,Abundant,Thai (th) in Thailand,964,Thailand,Thailand
ชาวไทยภาคเหนือ,ชอบทำนา,0,3,0,-1.0,Northern Thai people,I like farming.,Thai (th) in Thailand,964,Thailand,Thailand
คูเวต,มีน้ำมัน,0,3,0,-1.0,Kuwait,There is oil.,Thai (th) in Thailand,964,Kuwait,Thailand
ซาอุดีอาระเบีย,มั่งคั่ง,0,3,0,-1.0,Saudi Arabia,wealthy,Thai (th) in Thailand,964,Saudi Arabia,Thailand
ไอโวเรียน,โคสต์ สวยงาม,0,3,0,-1.0,Ivorian,Coast is beautiful,Thai (th) in Thailand,964,Cote d'Ivoire,Thailand
เซเชลส์,สวย,0,3,0,-1.0,Seychelles,beautiful,Thai (th) in Thailand,964,Seychelles,Thailand
สวิส,ชอบชีส,0,3,0,-1.0,Swiss,like cheese,Thai (th) in Thailand,964,Switzerland,Thailand
อินเดีย,ยืดหยุ่น,0,3,0,-1.0,India,resilient,Thai (th) in Thailand,964,India,Thailand
อียิปต์,พีระมิด,0,3,0,-1.0,Egypt,pyramid,Thai (th) in Thailand,964,Egypt,Thailand
เนปาล,สูงชัน,0,3,0,-1.0,Nepal,steep,Thai (th) in Thailand,964,Nepal,Thailand
ญี่ปุ่น,สะอาด,0,3,0,-1.0,Japan,clean,Thai (th) in Thailand,964,Japan,Thailand
อังกฤษ,พูดภาษาอังกฤษ,0,3,0,-1.0,England,speak english,Thai (th) in Thailand,964,United Kingdom,Thailand
สโลเวเนีย,เล่นกีฬาหนัก,0,3,0,-1.0,Slovenia,play heavy sports,Thai (th) in Thailand,964,Slovenia,Thailand
ฝรั่งเศส,แฟชั่น,0,3,0,-1.0,France,fashion,Thai (th) in Thailand,964,France,Thailand
ชาวไทยภาคเหนือ,ถ่อมตัว,0,3,0,-1.0,Northern Thai people,unassuming,Thai (th) in Thailand,964,Thailand,Thailand
นอร์เวย์,เย็น,0,3,0,-1.0,Norway,cool,Thai (th) in Thailand,964,Norway,Thailand
กาตารี,มั่งคั่ง,0,3,0,-1.0,Qatar,wealthy,Thai (th) in Thailand,964,Qatar,Thailand
ลาว,ชอบกินหมาก,0,3,0,-1.0,Laos,I like to eat betel nuts.,Thai (th) in Thailand,964,Laos,Thailand
พม่า,ชอบกินหมาก,0,3,0,-1.0,Myanmar,I like to eat betel nuts.,Thai (th) in Thailand,964,Myanmar,Thailand
ลาว,กินข้าวเหนียว,0,3,0,-1.0,Laos,Eat sticky rice,Thai (th) in Thailand,964,Laos,Thailand
ญี่ปุ่น,เทคโนโลยีขั้นสูง,1,2,0,-1.0,Japan,Advanced technology,Thai (th) in Thailand,964,Japan,Thailand
เบลเยียม,กินช็อคโกแลต,1,2,0,-1.0,Belgium,eat chocolate,Thai (th) in Thailand,964,Belgium,Thailand
อินเดีย,หลากหลาย,1,2,0,-1.0,India,various,Thai (th) in Thailand,964,India,Thailand
สิงคโปร์,สะอาดสะอ้าน,1,2,0,-1.0,Singapore,Spotless,Thai (th) in Thailand,964,Singapore,Thailand
สวิส,เที่ยงตรง,1,2,0,-1.0,Swiss,accurate,Thai (th) in Thailand,964,Switzerland,Thailand
อิตาลี,โรแมนติก,1,2,0,-1.0,Italy,romantic,Thai (th) in Thailand,964,Italy,Thailand
มาเลเซีย,อาหารอร่อย,0,3,0,-1.0,Malaysia,delicious food,Thai (th) in Thailand,964,Malaysia,Thailand
ลาว,ปลูกข้าว,0,3,0,-1.0,Laos,plant rice,Thai (th) in Thailand,964,Laos,Thailand
มอริเตเนีย,แห้งแล้ง,0,3,0,-1.0,Mauritania,arid,Thai (th) in Thailand,964,Mauritania,Thailand
บาห์เรน,มั่งคั่ง,0,3,0,-1.0,Bahrain,wealthy,Thai (th) in Thailand,964,Bahrain,Thailand
ฝรั่งเศส,รักการดื่มไวน์,0,3,0,-1.0,France,love drinking wine,Thai (th) in Thailand,964,France,Thailand
เนปาล,บ้านของภูเขา,0,3,0,-1.0,Nepal,house of the mountain,Thai (th) in Thailand,964,Nepal,Thailand
ชาวอังกฤษ,อนุรักษ์นิยม,0,3,0,-1.0,Englishman,conservative,Thai (th) in Thailand,964,United Kingdom,Thailand
เวียดนาม,กินข้าวเหนียว,0,3,0,-1.0,Vietnam,Eat sticky rice,Thai (th) in Thailand,964,Vietnam,Thailand
ไทยอีสาน,รักการร้องเพลง,0,3,0,-1.0,Northeastern Thai,love singing,Thai (th) in Thailand,964,Thailand,Thailand
ลาว,งามสง่า,0,3,0,-1.0,Laos,elegant,Thai (th) in Thailand,964,Laos,Thailand
ชาวไทยภาคเหนือ,รักชาติ,0,3,0,-1.0,Northern Thai people,Patriotic,Thai (th) in Thailand,964,Thailand,Thailand
ฝรั่งเศส,รักอาหาร,0,3,0,-1.0,France,love food,Thai (th) in Thailand,964,France,Thailand
จีน,กินบะหมี่,0,3,0,-1.0,China,eat noodles,Thai (th) in Thailand,964,China,Thailand
รัสเซีย,หนาวเย็น,0,3,0,-1.0,Russia,cold,Thai (th) in Thailand,964,Russia,Thailand
ซาอุดีอาระเบีย,อุดมไปด้วยน้ำมัน,0,3,0,-1.0,Saudi Arabia,rich in oil,Thai (th) in Thailand,964,Saudi Arabia,Thailand
เกาหลีเหนือ,ปิดกั้น,0,3,0,-1.0,North Korea,block,Thai (th) in Thailand,964,North Korea,Thailand
เนเธอร์แลนด์,พูดง่าย,0,3,0,-1.0,Netherlands,Easy to say,Thai (th) in Thailand,964,Netherlands,Thailand
กรีก,ปัญญาชน,0,3,0,-1.0,Greek,intellectual,Thai (th) in Thailand,964,Greece,Thailand
ชาวไทยภาคเหนือ,มีอัธยาศัยดี,0,3,0,-1.0,Northern Thai people,Good-natured,Thai (th) in Thailand,964,Thailand,Thailand
ลาว,เกษตรกรรม,0,3,0,-1.0,Laos,agriculture,Thai (th) in Thailand,964,Laos,Thailand
ฝรั่งเศส,รักสวยรักงาม,0,3,0,-1.0,France,"love beauty, love beauty",Thai (th) in Thailand,964,France,Thailand
มาดากัสการ์,สัตว์แปลกๆ,0,3,0,-1.0,Madagascar,strange animals,Thai (th) in Thailand,964,Madagascar,Thailand
ชาวไทยภาคเหนือ,ขยัน,0,3,0,-1.0,Northern Thai people,hard-working,Thai (th) in Thailand,964,Thailand,Thailand
เนปาล,ชอบปีนเขา,0,3,0,-1.0,Nepal,likes climbing,Thai (th) in Thailand,964,Nepal,Thailand
ลาว,ชอบทำสวน,0,3,0,-1.0,Laos,likes gardening,Thai (th) in Thailand,964,Laos,Thailand
สวิส,แม่นปืน,0,3,0,-1.0,Swiss,sharpshooter,Thai (th) in Thailand,964,Switzerland,Thailand
เวียดนาม,กินหอย,0,3,0,-1.0,Vietnam,eat shellfish,Thai (th) in Thailand,964,Vietnam,Thailand
อินโดนีเซีย,ประชากรมากที่สุด,0,3,0,-1.0,Indonesia,most populated,Thai (th) in Thailand,964,Indonesia,Thailand
อินเดีย,กินแกง,0,3,0,-1.0,India,Eat curry,Thai (th) in Thailand,964,India,Thailand
รัสเซีย,ดื่มวอดก้า,0,3,0,-1.0,Russia,drink vodka,Thai (th) in Thailand,964,Russia,Thailand
ลาว,กินลาบ,0,3,0,-1.0,Laos,Eat laap,Thai (th) in Thailand,964,Laos,Thailand
ชาวไทยภาคเหนือ,อ่อนน้อมถ่อมตน,0,3,0,-1.0,Northern Thai people,humble,Thai (th) in Thailand,964,Thailand,Thailand
ชาวไทยภาคเหนือ,ใจดี,0,3,0,-1.0,Northern Thai people,kind,Thai (th) in Thailand,964,Thailand,Thailand
ชาวไทยภาคเหนือ,ชอบกินแคปหมู,0,3,0,-1.0,Northern Thai people,I like to eat pork caps.,Thai (th) in Thailand,964,Thailand,Thailand
ชาวไทยภาคเหนือ,รักธรรมชาติ,0,3,0,-1.0,Northern Thai people,love nature,Thai (th) in Thailand,964,Thailand,Thailand
ไอโวเรียน,โคสต์ สวย,0,3,0,-1.0,Ivorian,Coast is beautiful,Thai (th) in Thailand,964,Cote d'Ivoire,Thailand
ลาว,ภาษาน่าฟัง,0,3,0,-1.0,Laos,Interesting language,Thai (th) in Thailand,964,Laos,Thailand
ไอซ์แลนด์,เย็น,0,3,0,-1.0,Iceland,cool,Thai (th) in Thailand,964,Iceland,Thailand
บรูไน,มั่งคั่ง,0,3,0,-1.0,Brunei,wealthy,Thai (th) in Thailand,964,Brunei Darussalam,Thailand
ชาวอังกฤษ,ชอบดื่ม,0,3,0,-1.0,Englishman,like to drink,Thai (th) in Thailand,964,United Kingdom,Thailand
ชาวไทยภาคเหนือ,อนุรักษ์นิยม,0,3,0,-1.0,Northern Thai people,conservative,Thai (th) in Thailand,964,Thailand,Thailand
อาร์เจนตินา,รักฟุตบอล,0,3,0,-1.0,Argentina,love football,Thai (th) in Thailand,964,Argentina,Thailand
บาห์เรน,น้ำมัน,0,3,0,-1.0,Bahrain,oil,Thai (th) in Thailand,964,Bahrain,Thailand
อินเดีย,ชอบกินแกง,0,3,0,-1.0,India,I like to eat curry.,Thai (th) in Thailand,964,India,Thailand
ซาอุดีอาระเบีย,อนุรักษ์นิยม,0,3,0,-1.0,Saudi Arabia,conservative,Thai (th) in Thailand,964,Saudi Arabia,Thailand
เนปาล,สูง,0,3,0,-1.0,Nepal,high,Thai (th) in Thailand,964,Nepal,Thailand
เยอรมัน,ตรงไปตรงมา,0,3,0,-1.0,German,Straightforward,Thai (th) in Thailand,964,Germany,Thailand
กรีก,ฉลาด,0,3,0,-1.0,Greek,clever,Thai (th) in Thailand,964,Greece,Thailand
แคนาดา,ใจดี,0,3,0,-1.0,Canada,kind,Thai (th) in Thailand,964,Canada,Thailand
ชาวไทยภาคตะวันออกเฉียงเหนือ,ฉลาด,0,3,0,-1.0,Northeastern Thai people,clever,Thai (th) in Thailand,964,Thailand,Thailand
เกาหลีใต้,รัก k-pop,0,3,0,-1.0,South Korea,love k-pop,Thai (th) in Thailand,964,South Korea,Thailand
เกาหลีเหนือ,ปิดประเทศ,0,3,0,-1.0,North Korea,Close the country,Thai (th) in Thailand,964,North Korea,Thailand
ชาวไทยภาคเหนือ,ใจกว้าง,0,3,0,-1.0,Northern Thai people,tolerant,Thai (th) in Thailand,964,Thailand,Thailand
คูเวต,น้ำมัน,0,3,0,-1.0,Kuwait,oil,Thai (th) in Thailand,964,Kuwait,Thailand
ชาวไทยภาคเหนือ,น่ารัก,0,3,0,-1.0,Northern Thai people,cute,Thai (th) in Thailand,964,Thailand,Thailand
อินโดนีเซีย,สมบูรณ์,0,3,0,-1.0,Indonesia,complete,Thai (th) in Thailand,964,Indonesia,Thailand
ชาวไทยภาคเหนือ,เป็นคนขี้เล่น,0,3,0,-1.0,Northern Thai people,I'm a playful person.,Thai (th) in Thailand,964,Thailand,Thailand
เยอรมัน,รักระเบียบวินัย,0,3,0,-1.0,German,love discipline,Thai (th) in Thailand,964,Germany,Thailand
ชาวไทยภาคเหนือ,ยิ้มแย้ม,0,3,0,-1.0,Northern Thai people,smiling,Thai (th) in Thailand,964,Thailand,Thailand
สเปน,ร่าเริง,0,3,0,-1.0,Spain,cheerful,Thai (th) in Thailand,964,Spain,Thailand
คูเวต,มั่งคั่ง,0,3,0,-1.0,Kuwait,wealthy,Thai (th) in Thailand,964,Kuwait,Thailand
กานา,รักฟุตบอล,0,3,0,-1.0,Ghana,love football,Thai (th) in Thailand,964,Ghana,Thailand
ภูฏาน,เงียบสงบ,0,3,0,-1.0,Bhutan,quiet,Thai (th) in Thailand,964,Bhutan,Thailand
เยอรมัน,ตรงต่อเวลา,0,3,0,-1.0,German,punctual,Thai (th) in Thailand,964,Germany,Thailand
เกาหลีใต้,ชอบ k-pop,0,3,0,-1.0,South Korea,like k-pop,Thai (th) in Thailand,964,South Korea,Thailand
ญี่ปุ่น,เทคโนโลยีสูง,0,3,0,-1.0,Japan,high technology,Thai (th) in Thailand,964,Japan,Thailand
จีน,ฉลาด,0,3,0,-1.0,China,clever,Thai (th) in Thailand,964,China,Thailand
ชาวไทยภาคเหนือ,มีน้ำใจ,0,3,0,-1.0,Northern Thai people,Be considerate,Thai (th) in Thailand,964,Thailand,Thailand
อิเควทอเรียลกินี,อุดมไปด้วยน้ำมัน,0,3,0,-1.0,Equatorial Guinea,rich in oil,Thai (th) in Thailand,964,Equatorial Guinea,Thailand
ญี่ปุ่น,เรียบร้อย,0,3,0,-1.0,Japan,tidy,Thai (th) in Thailand,964,Japan,Thailand
