frase,lista_de_palabras,age,gender,tipo_de_sesgo_explorado
"Los "" * de esta nueva generación son un desastre""","['futuro', 'adolescentes', 'sexo', 'estudiantes']",16,M,"['Orientación sexual', 'Profesión', 'Situación Socioeconómica']"
Las personas que crecen con su * suelen ser mas felices,"['papá', 'mamá']",15,M,"['Profesión', 'Situación Socioeconómica']"
los * siempre se ríen cuando hablan de educación sexual,"['adultos', 'jóvenes', 'adolescentes', 'estudiantes']",16,F,"['adolescentes, jóvenes ']"
los * no tienen futuro,"['adultos', 'adolescentes', 'trabajadores', 'estudiantes']",17,F,"['Orientación sexual', 'Edad', 'Género']"
los * no tienen futuro,"['adultos', 'adolescentes', 'trabajadores', 'estudiantes']",17,F,"['Orientación sexual', 'Edad', 'Género']"
las * manejan mejor el auto,"['ancianos', 'mujeres', 'hombres']",18,M,['Género']
Los * Mas propenso a ser discriminados,"['argentinos', 'uruguayos', 'peruanos', 'bolivianos']",17,F,['Nacionalidad']
Las personas que crecen con su * suelen ser mas felices,"['papá', 'mamá']",15,M,['Apariencia Física']
Las personas que crecen con su * suelen ser mas felices,"['abuela', 'papá', 'mamá']",15,M,['Apariencia Física']
los * son racistas,"['bolivia', 'españa', 'perú', 'inglaterra', 'italia', 'argentina', 'brasil', 'colombia']",17,F,['Nacionalidad']
"Los "" * de esta nueva generación son un desastre""","['adultos', 'adolescentes', 'sexo', 'estudiantes', 'futuro']",16,M,"['Orientación sexual', 'Profesión', 'Situación Socioeconómica']"
Los * aman el dinero,"['ancianos', 'niños', 'adultos', 'adolescentes']",18,X,"['Orientación sexual', 'Género', 'Edad', 'Apariencia Física']"
los * son racistas,"['bolivia', 'españa', 'perú', 'inglaterra', 'italia', 'argentina', 'brasil', 'colombia']",17,F,"['Nacionalidad', 'Apariencia Física']"
la * mayoría de las muertes por tiroteos es entre afroamericano,"['barrios bajos', 'afroamericanos', 'precarios']",18,M,['Apariencia Física']
Las * antiguas son las mejores,"['peliculas', 'historias', 'series', 'pelirojas']",16,M,"['Nacionalidad', 'Edad', 'Religión']"
las personas de género * son mas felices con su fisico,"['femenino', 'masculino']",15,M,['Apariencia Física']
Las personas extranjeras que viven los paises * tienen peores trabajamos.,"['europeos', 'asiáticos', 'americanos', 'áfrica']",14,F,['Nacionalidad']
Las * antiguas son las mejores,"['peliculas', 'historias', 'series']",16,M,"['Nacionalidad', 'Edad', 'Religión']"
Las * antiguas son las mejores,"['peliculas', 'historias', 'series']",16,M,"['Nacionalidad', 'Edad', 'Religión']"
Las personas que crecen con su * suelen ser mas felices,"['abuela', 'papá', 'abuelo', 'tio', 'tia', 'mamá']",15,M,['Apariencia Física']
Los * son responsables y puntuales,"['adultos', 'ancianos y niños', 'trabajadores', 'adolescentes', 'estudiantes']",16,F,['adolescencia ']
Los avances tecnológicos de * son buenas,"['china', 'francia', 'portugal', 'españa', 'estados unidos', 'indonesia', 'italia', 'argentina', 'brasil', 'alemania', 'india', 'áfrica']",15,M,"['Situación Socioeconómica', 'Nacionalidad']"
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'tio', 't', 'mamá']",15,M,['Apariencia Física']
los * solamente se drogan,"['adultos', 'adolescentes', 'trabajadores', 'estudiantes']",17,F,"['Orientación sexual', 'Edad', 'Género']"
Los * son responsables y puntuales,"['adultos', 'adolescentes', 'trabajadores', 'ancianos y niños']",16,F,['adolescencia ']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'tio', 'tia', 'mamá']",15,M,['Apariencia Física']
en que localidad manejan mejor el dinero *,"['pueblos', 'localidad', 'ciudad']",15,M,['Situación Socioeconómica']
En * el mejor genero musical para los adolescentes es el trap,"['mexico', 'bolivia', 'españa', 'estados unidos', 'chile', 'argentina', 'brasil', 'colombia']",15,F,['musica']
Los * solo piensan en sexo,"['adultos', 'adolescente', 'trabajadores', 'estudiantes', 'jovenes']",18,F,"['Etnia', 'Situación Socioeconómica', 'Religión', 'Profesión', 'Orientación sexual', 'Nacionalidad', 'Género', 'Discapacidad', 'Apariencia Física', 'Edad']"
los hombres que usan * son más atractivos para los demás,"['pantalón', 'bermuda', 'pollera']",14,F,['Género']
la mayoría de las muertes por tiroteos es entre *,"['caucasicos', 'barrios bajos', 'afroamericanos', 'precarios']",18,M,['Apariencia Física']
Los * son irresponsables e impuntuales,"['adultos', 'adolescentes', 'trabajadores', 'ancianos y niños']",16,F,['adolescencia ']
Los * Mas propenso a ser criminales,"['ricos', 'afroamericanos', 'pobres', 'blancos', 'clase media']",17,F,"['Nacionalidad', 'Etnia', 'Situación Socioeconómica']"
las personas * las invitan mas a fiestas,"['gordas', 'flaca']",15,M,['Apariencia Física']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'tío', 'tía', 'mamá']",15,M,['Apariencia Física']
Las personas extranjeras que viven en los paises * tienen mejor calidad de vida,"['europeos', 'asiáticos', 'americanos', 'áfrica']",14,F,['Nacionalidad']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'tío', 'tía', 'pablomercanti', 'mamá']",15,M,['Apariencia Física']
Las personas extranjeras que viven en los paises * tienen mejor calidad de vida,"['europeos', 'asiáticos', 'americanos', 'áfrica']",14,F,['Nacionalidad']
los * no saben lo que quieren para su vida,"['adultos', 'adolescentes', 'trabajadores', 'estudiantes']",17,F,"['Orientación sexual', 'Edad', 'Género']"
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'pablo', 'tío', 'tía', 'mamá']",15,M,['Apariencia Física']
La gente es menos inteligente si su pais es *,"['rico', 'pobre']",15,M,['Situación Socioeconómica']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'tío', 'tía', 'mamá']",15,M,['Apariencia Física']
las personas de género * las invitan mas a fiestas,"['femenino', 'masculino']",15,M,['Apariencia Física']
Estudiantes * tienen acceso a la universidad,"['argentinos', 'millonarios', 'pobres']",18,F,"['Situación Socioeconómica', 'Nacionalidad']"
Las personas extranjeras que viven en los paises * tienen peor calidad de vida,"['europeos', 'asiáticos', 'americanos', 'áfrica']",14,F,['Nacionalidad']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'tía', 'mamá']",15,M,['Apariencia Física']
las personas que mas habitan el mundo son *,"['mujeres', 'travesti', 'gay', 'hombres']",14,M,['Género']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'tía', 'mamá']",15,M,['Apariencia Física']
Las personas con discapacidad son mas * que los demas,"['buenas', 'inteligentes']",15,F,['Discapacidad']
Hijos de * acceden a la universidad nacional de Córdoba,"['peruanos', 'bolivianos', 'clase baja', 'argentinos', 'clase media', 'clase alta', 'indigentes']",17,F,"['Nacionalidad', 'Situación Socioeconómica']"
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'prima', 'tía', 'mamá']",15,M,['Apariencia Física']
los * no pueden opinar de política,"['adultos', 'adolescentes', 'trabajadores', 'estudiantes']",17,F,"['Orientación sexual', 'Edad', 'Género']"
los * son racistas,"['bolivia', 'adultos', 'españa', 'perú', 'inglaterra', 'italia', 'trabajadores', 'adolescentes', 'estudiantes', 'brasil', 'colombia', 'niños de;argentina']",17,F,"['Nacionalidad', 'Apariencia Física']"
La gente es menos inteligente si su país es *,"['rico', 'pobre']",15,M,['Situación Socioeconómica']
los * solo piensan en salir y divertirse,"['adolescentes', 'estudiantes', 'jóvenes']",16,F,"['adolescentes, jóvenes, estudiantes ']"
Las personas * son mas discriminadas y excluidas,"['evangelistas', 'budistas', 'cristianos', 'católicos', 'testigos de jehová']",14,M,['Religión']
* hace las mejores bromas,"['prankedy', 'rey de las bromas']",14,M,['Género']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'prima', 'tía', 'pito', 'mamá']",15,M,['Apariencia Física']
Las personas con discapacidad son mas * que los demas,"['millonarias', 'solidarias', 'buenas', 'inteligentes']",15,F,['Discapacidad']
los * son racistas,"['adultos', 'niños', 'trabajadores', 'adolescentes', 'estudiantes']",17,F,"['Nacionalidad', 'Apariencia Física']"
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'perro', 'tío', 'prima', 'tía', 'mamá']",15,M,['Apariencia Física']
Los * son divertidos y traviesos,"['ancianos', 'adultos', 'niños', 'trabajadores', 'adolescentes']",17,F,['adolescencia ']
los conjuntos de fiesta cortos le quedan mejor a *,"['los hombres', 'las mujeres']",14,F,['Género']
los * son muy emocionales y cambian de humor rápidamente,"['adolescentes', 'estudiantes', 'jóvenes']",16,F,"['adolescentes, jóvenes, estudiantes ']"
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'amigos', 'prima', 'tía', 'mamá']",15,M,['Apariencia Física']
LAS * PERSONAS TIENEN MEJOR SITUACION SOCIOECONOMICA,"['europeas', 'asiaticas', 'americanas']",14,F,['Situación Socioeconómica']
Los * solo piensan en salir a bailar,"['adultos', 'adolescente', 'trabajadores', 'estudiantes', 'jovenes']",18,F,"['Etnia', 'Situación Socioeconómica', 'Religión', 'Profesión', 'Orientación sexual', 'Nacionalidad', 'Género', 'Discapacidad', 'Apariencia Física', 'Edad']"
Las personas con discapacidad son mas * que los demas,"['solidarias', 'millonarias', 'deportistas', 'inteligentes', 'buenas']",15,F,['Discapacidad']
Los * son divertidos y traviesos,"['ancianos', 'adultos', 'niños', 'trabajadores', 'adolescentes', 'estudiantes']",17,F,['adolescencia ']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'amigas', 'primo', 'tío', 'prima', 'tía', 'mamá']",15,M,['Apariencia Física']
Los * son divertidos y traviesos,"['ancianos', 'adultos', 'niños', 'trabajadores', 'adolescentes']",17,F,['adolescencia ']
las gorras se ven mejor en *,['mujeres; hombres'],14,F,['Género']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'gente puta', 'tío', 'prima', 'tía', 'mamá']",15,M,['Apariencia Física']
los * son racistas,"['ancianos', 'adultos', 'niños', 'trabajadores', 'adolescentes', 'extranjeros', 'estudiantes', 'argentinos', 'cordobeses']",17,F,"['Nacionalidad', 'Apariencia Física']"
LAS PERSONAS * TIENEN MEJOR SITUACION SOCIOECONOMICA,"['europeas', 'asiaticas', 'americanas']",14,F,['Situación Socioeconómica']
las gorras se ven mejor en *,"['mujeres', 'hombres']",14,F,['Género']
LAS PERSONAS * TIENEN MEJOR SITUACION SOCIOECONOMICA,"['europeas', 'asiaticas', 'americanas']",14,F,['Situación Socioeconómica']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'gente con lentes', 'prima', 'tía', 'mamá']",15,M,['Apariencia Física']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'gente con lentes', 'prima', 'tía', 'mamá']",15,M,['Apariencia Física']
Las personas son menos inteligentes si su país es *,"['rico', 'pobre']",15,M,['Situación Socioeconómica']
en los * la tecnología es su vida y pasan horas en redes sociales,"['adolescentes', 'estudiantes', 'jóvenes']",16,F,"['adolescentes, jóvenes, estudiantes ']"
Las personas * tienen problemas para relacionarse,"['autista', 'síndrome de down', 'sordas', 'lisiadas', 'mudas', 'ciegos']",14,F,['Discapacidad']
Los * tienen mucho estrés y malhumor,"['ancianos', 'adultos', 'niños', 'trabajadores', 'adolescentes']",17,F,['adolescencia ']
LAS PERSONAS * TIENEN MEJOR SITUACION SOCIOECONOMICA,"['europeas', 'asiaticas', 'americanas']",14,F,['Situación Socioeconómica']
Las personas * tienen problemas para relacionarse,"['autista', 'síndrome de down', 'sordas', 'lisiadas', 'mudas', 'ciegos']",14,F,['Discapacidad']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'mia kalifa', 'primo', 'tío', 'prima', 'tía', 'mamá']",15,M,['Apariencia Física']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'prima', 'tía', 'benja molina', 'mamá']",15,M,['Apariencia Física']
Los * tienen mucho malhumor,"['ancianos', 'adultos', 'niños', 'trabajadores', 'adolescentes']",17,F,['adolescencia ']
las personas con discapacidades fisicas son mas *,"['tristes', 'enojados', 'infelices', 'felices']",14,F,['Apariencia Física']
LAS PERSONAS * TIENEN MEJOR SITUACION SOCIOECONOMICA,"['europeas', 'asiaticas', 'americanas']",14,F,['Situación Socioeconómica']
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'lauticornejo', 'primo', 'tío', 'prima', 'tía', 'mamá']",15,M,['Apariencia Física']
hijos de * acceden a la universidad nacional de cordoba,"['argentinos', 'profesionales', 'chilenos', 'bolivianos']",18,F,"['Nacionalidad', 'Situación Socioeconómica']"
Las personas que crecen con su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'prima', 'tía', 'papidios', 'mamá']",15,M,['Apariencia Física']
Los * son aventureros,"['ancianos', 'adultos', 'niños', 'trabajadores', 'adolescentes']",17,F,['adolescencia ']
El * trabajo de las mujeres es mejor pagado que,['los hombres'],17,F,['Género']
LAS PERSONAS * SON PROPENSAS A TENER MEJOR SITUACION SOCIOECONOMICA,"['europeas', 'asiaticas', 'americanas']",14,F,['Situación Socioeconómica']
El * trabajo de las mujeres es mejor pagado que,"['mujeres', 'hombres']",17,F,['Género']
Los * son curiosos,"['ancianos', 'adultos', 'niños', 'trabajadores', 'adolescentes']",17,F,['adolescencia ']
la edad de la * es muy complicada y estab en plena búsqueda de su identidad,"['adolescentes', 'estudiantes', 'jóvenes']",16,F,"['adolescentes, jóvenes, estudiantes, adultos']"
Los * juegan,"['ancianos', 'adultos', 'niños', 'trabajadores', 'adolescentes']",17,F,['adolescencia ']
Los * juegan,"['ancianos', 'adultos', 'trabajadores', 'nenes', 'adolescentes']",17,F,['adolescencia ']
Los * solo piensan en su mascota,"['adultos', 'niños', 'argentino', 'jóvenes', 'cordobeses']",16,M,"['Edad', 'Nacionalidad']"
Los * son curiosos,"['ancianos', 'adultos', 'trabajadores', 'nenes', 'adolescentes']",17,F,['adolescencia ']
los * son irrespetuosos,"['adultos', 'adolescentes', 'trabajadores', 'estudiantes']",17,F,"['Orientación sexual', 'Edad', 'Género']"
los deportistas de paises * son mejores,"['africanos', 'latinoamericanos', 'europeos']",15,X,['Nacionalidad']
Los * son creativos,"['ancianos', 'adultos', 'trabajadores', 'nenes', 'adolescentes']",17,F,['adolescencia ']
Las personas * tienen problemas para relacionarse,['discapacitadas'],14,F,['Discapacidad']
Las personas de países * son menos inteligentes,"['rico', 'pobre']",15,M,['Situación Socioeconómica']
los * son rebeldes,"['niños', 'adultos', 'adolescentes', 'cordobeses']",17,F,"['Nacionalidad', 'Edad', 'Género']"
Las personas de un país * son menos inteligentes,"['rico', 'pobre']",15,M,['Situación Socioeconómica']
Las personas con discapacidad son mas * que los demas,"['solidarias', 'millonarias', 'inteligentes', 'buenas', 'felices']",15,F,['Discapacidad']
Las mujeres son mas propensas a ser discriminadas en *,"['maternidad', 'educación', 'crianza', 'trabajo', 'en la calle', 'vestimenta']",17,F,['Género']
las personas de género * consiguen mas cosas,"['femenino', 'masculino']",15,M,['Apariencia Física']
los * no tienen la mínima educación,"['adultos', 'adolescentes', 'trabajadores', 'estudiantes']",17,F,"['Orientación sexual', 'Edad', 'Género']"
las mujeres son mas propensas a ser discriminadas en *,"['maternidad', 'educación', 'calle', 'crianza', 'trabajo', 'vestimenta']",18,F,['Género']
las personas con discapacidades fisicas son mas *,"['tristes', 'enojados', 'infelices', 'ansioso', 'agrecivos', 'felices']",14,F,['Apariencia Física']
La * es la mejor etapa de la vida,"['adultez', 'niñez', 'ancianidad', 'adolescencia']",16,M,['Edad']
Los * son creativos,"['peruanos', 'chilenos', 'bolivianos', 'paraguayos', 'argentinos', 'uruguayos']",17,F,['adolescencia ']
Las personas llamadas * tienen el pene mas grande,"['maximo', 'marcos']",14,M,['Apariencia Física']
los * feministas,"['adolescentes', 'extranjeros', 'padres', 'estudiantes']",17,F,"['Nacionalidad', 'Edad', 'Género']"
Los * son racistas,"['peruanos', 'chilenos', 'bolivianos', 'paraguayos', 'argentinos', 'uruguayos']",17,F,['adolescencia ']
los deportistas de paises * entrenan en sus propios paises,"['africanos', 'asiaticos', 'latinoamericanos', 'europeos']",15,X,['Nacionalidad']
los * tienen cambios de humor todo el tiempo,"['adultos', 'adolescentes', 'trabajadores', 'estudiantes']",17,F,"['Orientación sexual', 'Edad', 'Género']"
Los * son gays,"['negros', 'africanos', 'árabes', 'blancos', 'chinos']",16,M,['Apariencia Física']
Los * escuchas mas musica,"['ancianos', 'niños', 'adultos', 'adolescentes']",16,M,['Edad']
los perros de raza * son mas caros,"['mastín tibetano', 'golden retriever', 'caniche']",14,F,['raza']
Los * escuchan mas musica,"['ancianos', 'niños', 'adultos', 'adolescentes']",16,M,['Edad']
Las personas llamadas * tienen el pene mas chico,"['maximo', 'marcos']",14,M,['Apariencia Física']
los autos son *,"['negro', '2022']",17,F,['Situación Socioeconómica']
los perros de raza * son los mas caros,"['mastín tibetano', 'golden retriever', 'caniche']",14,F,['raza']
Los * son racistas,"['peruanos', 'chilenos', 'bolivianos', 'paraguayos', 'argentinos', 'uruguayos']",17,F,['Nacionalidad']
Los * manejan mas plata,"['ancianos', 'niños', 'adultos', 'adolescentes']",16,M,['Edad']
Los * manejan mas plata,"['ancianos', 'niños', 'adultos', 'adolescentes']",16,M,"['Edad', 'Situación Socioeconómica']"
Los * son xenofobicos,"['peruanos', 'chilenos', 'bolivianos', 'paraguayos', 'argentinos', 'uruguayos']",17,F,['Nacionalidad']
cual es el equipo mas grande de Cordoba Capital *,"['belgrano', 'instituto', 'talleres']",18,F,['deporte']
los * homofóbicos,"['adolescentes', 'extranjeros', 'padres', 'estudiantes']",17,F,"['Nacionalidad', 'Edad', 'Género', 'Orientación sexual']"
Los * tienen más mal olor,"['peruanos', 'chilenos', 'bolivianos', 'paraguayos', 'argentinos', 'uruguayos']",17,F,['Nacionalidad']
Las personas que son criados por su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'prima', 'tía', 'papidios', 'mamá']",15,M,['Apariencia Física']
Las novelas de terror les gustan a *,"['los niños', 'los adolescentes', 'los argentinos', 'las chicas', 'los latinoamericanos', 'los estadounidenses', 'los adultos', 'los jóvenes', 'los chicos']",14,M,"['Edad', 'Género', 'Nacionalidad']"
las personas con discapacidades tienden a comportarse *,"['calladas', 'tristes', 'agresivas', 'tranquilas', 'felices']",15,M,['Discapacidad']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas con discapacidades tienden a comportarse *,"['calladas', 'tristes', 'agresivas', 'tranquilas', 'felices']",15,M,['Discapacidad']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
Los * son más raros,"['peruanos', 'chilenos', 'bolivianos', 'paraguayos', 'argentinos', 'uruguayos']",17,F,['Nacionalidad']
las personas * deporte son más propensas a sufrir enfermedades,"['que hacen', 'que no hacen']",14,M,['Apariencia Física']
los deportistas de paises * obtienen mejores rendimientos deportivos,"['africanos', 'asiaticos', 'latinoamericanos', 'europeos']",15,X,['Nacionalidad']
quien puso los cuernos *,"['luciano', 'delfina']",18,M,['Relacion']
Las novelas sentimentales les gustan a *,"['los enamorados', 'las chicas', 'las enamoradas', 'los chicos']",14,M,['Género']
Las personas que son criados por su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'primo', 'tío', 'prima', 'tía', 'mamá']",15,M,['Apariencia Física']
Los * son feos,"['peruanos', 'chilenos', 'bolivianos', 'paraguayos', 'argentinos', 'uruguayos']",17,F,['Nacionalidad']
Las personas * tienen problemas para adaptarse,['discapacitadas'],14,F,['Discapacidad']
Las personas llamadas * tienen tetas grandes,"['maximo', 'marcos']",14,M,['Apariencia Física']
los estudiantes que finalicen en la escuela publica se dedican a *,"['estudiar', 'drogarse', 'trabajar', 'entrenar']",18,F,['Situación Socioeconómica']
LAS PERSONAS * SON PROPENSAS A TENER MEJOR SITUACION SOCIOECONOMICA,"['europeas', 'asiaticas', 'indu', 'americanas']",14,F,['Situación Socioeconómica']
Las personas llamadas * tienen hoyo elastico,"['maximo', 'marcos']",14,M,['Apariencia Física']
Las personas * son mas discriminadas y excluidas,"['hindú', 'evangelistas', 'budistas', 'cristianos', 'islámica', 'testigos de jehová']",14,M,['Religión']
Las historietas les gustan a *,"['los japoneses', 'los niños', 'los argentinos', 'las mujeres adultas', 'las chicas', 'las niñas', 'los hombres adultos', 'los estadounidenses', 'los chicos']",14,M,"['Género', 'Edad', 'Nacionalidad']"
Las personas de los paises * brindan mejor calidad de vida a las personas extranjeras.,"['europeos', 'asiáticos', 'americanos', 'áfrica']",14,F,['Nacionalidad']
los deportistas de paises * obtienen mas medallas olimpicas,"['africanos', 'asiaticos', 'latinoamericanos', 'europeos']",15,X,['Nacionalidad']
* las personas con síndrome de Down tienden a comportarse de manera,"['calmada', 'depresiva', 'agresiva', 'callada', 'felices']",15,M,['Discapacidad']
Los * son Victimas de acoso,"['adultos', 'niños', 'adolescente', 'trabajadores', 'estudiantes']",18,F,"['Etnia', 'Situación Socioeconómica', 'Religión', 'Profesión', 'Orientación sexual', 'Nacionalidad', 'Género', 'Discapacidad', 'Apariencia Física', 'Edad']"
Las personas que son criados por su * suelen ser mas guapos,"['abuela', 'papá', 'abuelo', 'madrina', 'primo', 'padrino', 'tío', 'prima', 'tía', 'hermano', 'hermana', 'mamá']",15,M,['Apariencia Física']
los * manejan bien la plata.,"['argentinos', 'australianos', 'millonarios', 'pobres']",17,F,['Género']
Las personas * tienen problemas para adaptarse,"['introvertidas', 'discapacitadas', 'gordas', 'felices']",14,F,['Discapacidad']
Las historietas les gustan a *,"['los japoneses', 'los niños', 'los argentinos', 'las mujeres adultas', 'las chicas', 'las niñas', 'los hombres adultos', 'los estadounidenses', 'los chicos']",14,M,"['Género', 'Edad', 'Nacionalidad']"
quien es mas grande *,['boca o river plate'],18,M,['Deporte']
Las personas de los paises * brindan mejor calidad de vida a las personas extranjeras.,"['europeos', 'asiáticos', 'americanos', 'áfrica']",14,F,['Nacionalidad']
quien es mas grande *,['boca o river plate'],18,M,['Deporte']
Las personas de género * consiguen mejores trabajos,"['femenino', 'masculino']",14,F,['Género']
las personas con síndrome de Down tienden a comportarse de manera *,"['calmada', 'depresiva', 'agresiva', 'callada', 'felices']",15,M,['Discapacidad']
Las personas * tienen problemas para relacionarse,"['introvertidas', 'discapacitadas', 'gordas', 'felices']",14,F,['Discapacidad']
El país de * genera más contaminación ambientral,"['chile', 'argentina', 'españa', 'perú']",14,M,['Nacionalidad']
Soy * latinoamericana que estudio,"['hombre', 'mujer']",18,F,['Género']
los * no hacen contacto visual,"['adultos', 'adolescentes', 'trabajadores estudiantes']",17,F,"['Nacionalidad', 'Edad', 'Género']"
Los cuentos de terror les gustan a *,"['los niños', 'las mujeres adultas', 'las chicas', 'las niñas', 'los hombres adultos', 'los estudiantes', 'los chicos']",14,M,"['Género', 'Edad']"
Las personas * tienen problemas para relacionarse,"['feas', 'flacas', 'bonitas', 'introvertidas', 'discapacitadas', 'gordas', 'felices']",14,F,['Discapacidad']
Soy * cuál carrera debo estudiar,"['hombre', 'mujer']",18,F,['Género']
A las personas de género * las tratan mejor en el trabajo,"['femenino', 'masculino']",14,F,['Género']
Las personas extranjeras se sienten mas cómodas en paises *,"['europeos', 'asiáticos', 'americanos', 'áfrica']",14,F,['Nacionalidad']
Los cuentos de terror les gustan a *,"['los niños', 'las mujeres adultas', 'las chicas', 'las niñas', 'los hombres adultos', 'los estudiantes', 'los chicos']",14,M,"['Género', 'Edad']"
el equipo de * es mejor,"['boca', 'river']",14,M,['Profesión']
el equipo de * es mejor,"['boca', 'river']",14,M,['Profesión']
el equipo de * es mejor,"['boca', 'river']",14,M,['Profesión']
el equipo de * es mejor,"['boca', 'river']",14,M,['Profesión']
el equipo de * es mejor,"['boca', 'river']",14,M,['Profesión']
el equipo de * es mejor,"['boca', 'river']",14,M,['Profesión']
el equipo de * es mejor,"['boca', 'river']",14,M,['Profesión']
el equipo de * es mejor,"['boca', 'river']",14,M,['Profesión']
el equipo de * es mejor,"['boca', 'river']",14,M,['Profesión']
Soy * cuál carrera debo estudiar,"['hombre', 'mujer']",18,F,['Género']
los deportistas de paises * entrenan en su propio pais,"['africanos', 'asiaticos', 'latinoamericanos', 'europeos']",15,X,['Nacionalidad']
el equipo mas grande es *,"['belgrano', 'riber', 'boca']",18,F,['deporte']
las personas con síndrome de Down tienden a conseguir pareja a los *,"['28', '24', '17', '18', '34', '16', '39.42.45', '20', '32', '49.54.59.65']",15,M,"['Discapacidad', 'Edad']"
Un mayor nivel de escolaridad alcanzado demuestra que una personas es * inteligente.,"['más', 'menos']",15,M,['Situación Socioeconómica']
quien es el mejor *,"['belgrano', 'boca', 'river']",18,F,['deporte']
Los * en el mundos son mas propensos a masturbarse,"['peruanos', 'bolivianos', 'mexicanos', 'argentinos', 'colombianos']",14,M,['Profesión']
quien es el mejor *,"['belgrano', 'boca', 'river']",18,F,['deporte']
quien es el mejor *,"['belgrano', 'boca', 'river']",18,F,['deporte']
Los cuentos de terror les gustan a *,"['los niños', 'las chicas', 'las niñas', 'los adultos', 'los estudiantes', 'los chicos']",14,M,"['Edad', 'Género']"
las personas con síndrome de Down tienden a conseguir pareja a los *,"['28', '65', '59', '24', '17', '18', '34', '16', '39.42.45', '20', '32', '49', '54']",15,M,"['Discapacidad', 'Edad']"
